M,ef_construction,ef_search,build_time_s,avg_query_ms,std_query_ms,recall,std_recall,num_edges
32,200,200,28.998132705688477,2.796381950378418,0.5965229285281399,0.8218,0.13951653219087662,92124
32,200,400,27.291363286972047,3.9787278175354004,0.5080452683624637,0.7546,0.17851995945841864,90446
32,400,200,43.04665307998657,2.3876395225524902,0.38636458837748666,0.6058,0.21126802274089992,94499
32,400,400,43.121431827545166,3.9909729957580566,0.49453436922579525,0.7282000000000002,0.22140468217606973,95415
64,200,200,28.369774675369264,2.190866470336914,0.4365333294905259,0.6704000000000001,0.11657233536137077,92468
64,200,400,27.472400999069215,3.9163951873779297,0.6072529496491905,0.7620000000000001,0.14397668725395027,91119
64,400,200,44.615533447265626,2.686347007751465,0.452420351038045,0.7564,0.1952481154789334,97339
64,400,400,46.75575075149536,4.442895889282227,0.6476586997991112,0.8984,0.1274644233887822,99772
